Location,Station ID,Category,Amenity,Amenity Location,Name,Distance
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bank,"(39.1020074, -84.5134181)",Huntington Bank,247.25
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,cafe,"(39.1019757, -84.5134695)",Kidd Coffee,247.25
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,atm,"(39.1004403, -84.50793)",,443.51099999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,fast_food,"(39.0999503, -84.5136008)",Domino's,315.59099999999995
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,atm,"(39.1002483, -84.5129283)",,331.444
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bank,"(39.1035813, -84.5134019)",PNC Bank,417.565
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,fast_food,"(39.100732, -84.5118826)",Dunkin',121.21699999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1011904, -84.5108937)",Currito,65.819
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1009721, -84.5136343)",Frisch's Big Boy,293.49399999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bank,"(39.1010521, -84.5131459)",Chase,171.529
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bar,"(39.0994661, -84.5149087)",Bromwell’s HÄRTH Lounge,440.452
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bank,"(39.1014489, -84.5092653)",PNC Bank,163.805
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1026395, -84.5110336)",,403.428
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1027626, -84.510308)",,300.993
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,fast_food,"(39.1020214, -84.5119255)",Potbelly,417.021
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1001217, -84.5123038)",Sleepy Bee Cafe,279.91
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bar,"(39.1035548, -84.5120517)",Horse & Barrel,489.039
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1013143, -84.5132958)",Royce,157.33800000000002
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1015673, -84.513341)",Jeff Ruby’s Steakhouse,191.716
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,atm,"(39.0999185, -84.5122799)",First Financial Bank,279.91
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bank,"(39.0998479, -84.5124339)",First Financial Bank,279.91
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,cafe,"(39.1022283, -84.511325)",Urbana Cafe,384.314
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.103161, -84.5132905)",HARU,347.549
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,bus_station,"(39.10153960228904, -84.51058019933753)",Government Square Transit Center,80.97
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,theatre,"(39.10156729627033, -84.50769352265218)",Taft Theatre,327.63200000000006
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,place_of_worship,"(39.10093692650746, -84.50742703738513)",Christ Church Cathedral,443.51099999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,place_of_worship,"(39.10118545168842, -84.50768845112883)",Centennial Chapel,380.012
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.102993683791325, -84.511221492564)",Boca,443.329
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.10337924663275, -84.51224461613796)",Nicholson's Tavern & Pub,489.039
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.10226049339271, -84.51572521924484)",Rusconi’s Pizza,487.684
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,courthouse,"(39.101893256528555, -84.51066850770442)",Potter Stewart U.S. Courthouse,106.762
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.10298158342939, -84.51139732029998)",Nada Cincinnati,443.329
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,amenity,restaurant,"(39.1030103768751, -84.5111089818188)",Sotto,443.329
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,apartments,"(39.099015844192174, -84.51296621595735)",City Club Apartments,491.31500000000005
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,cathedral,"(39.10093692650746, -84.50742703738513)",Christ Church Cathedral,443.51099999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,chapel,"(39.10118545168842, -84.50768845112883)",Centennial Chapel,380.012
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.102993683791325, -84.511221492564)",Boca,443.329
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.10337924663275, -84.51224461613796)",Nicholson's Tavern & Pub,489.039
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.10357049863421, -84.51216510087465)",,489.039
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.10366559348935, -84.51245103673202)",,487.255
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.10318412193843, -84.51326851572864)",,347.549
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,retail,"(39.10108093300411, -84.51074582577633)",Mercantile Center Atrium,110.65
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,construction,"(39.100202461081196, -84.51252907862211)",,297.851
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.10147345785282, -84.51096421706832)",Government Square Area A,67.263
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.101540543364, -84.51051480743888)",Government Square Area B,106.762
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.10160908003817, -84.51006523498424)",Government Square Area C,146.394
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,commercial,"(39.10156139530229, -84.51519192380758)",84.51° Centre,364.51200000000006
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,apartments,"(39.09940145470208, -84.51446953789024)",The Reserve at 4th & Race,440.009
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.101566250000005, -84.5115496)",Fountain Square Area D,430.087
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.10277377607108, -84.50995741854392)",Government Square Area H,300.993
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.10207934999999, -84.50978204999998)",Government Square Area G,227.442
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,apartments,"(39.09986031064672, -84.51515233662278)",Fourth & Race,440.452
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,commercial,"(39.09970844224396, -84.51189987547016)",3 East Fourth,212.04700000000003
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.1023164741796, -84.50777715820827)",,422.375
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,building,roof,"(39.1024215018944, -84.50701181719664)",,449.62399999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,information,"(39.1018742, -84.5128332)",Cincinnati Visitors Bureau,224.504
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,information,"(39.1010009, -84.5106505)",Metro Sales Office,110.65
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,artwork,"(39.102819, -84.5118084)",Metrobot,441.816
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,hotel,"(39.1029406, -84.5136341)",Hampton Inn & Suites,335.438
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,artwork,"(39.1038954, -84.5130694)",,478.417
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,artwork,"(39.1029022, -84.5099449)",A Blighting Splash,300.993
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,museum,"(39.0976048123155, -84.51121632392892)",National Underground Railroad Freedom Center,440.12
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,hotel,"(39.100733911508115, -84.5123488272024)",The Westin Cincinnati,121.83199999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,gallery,"(39.102829159337055, -84.51213749413888)",Contemporary Arts Center,441.816
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,hotel,"(39.10032174999789, -84.51151991256359)",Renaissance Cincinnati Downtown Hotel,212.04700000000003
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,viewpoint,"(39.1007984872906, -84.51326182101178)",Carew Tower,225.77299999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,hotel,"(39.100678587540415, -84.513953588861)",Hilton Cincinnati Netherland Plaza,294.679
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,attraction,"(39.0975702346938, -84.5112294925386)",,440.12
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,attraction,"(39.1016219669718, -84.51246219843581)",Tyler Davidson Fountain,184.73999999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,hotel,"(39.10310728783979, -84.512168001669)",21c Museum Hotel Cincinnati,489.039
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,tourism,attraction,"(39.1015416045209, -84.5123564405035)",Fountain Square Plaza,184.73999999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,leisure,park,"(39.10252941967341, -84.50681045913146)",Procter & Gamble Gardens,492.303
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,leisure,ice_rink,"(39.10147305326673, -84.5124320287175)",UC Health Ice Rink,184.73999999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,leisure,park,"(39.102434433333336, -84.50885643333334)",,442.06100000000004
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,copyshop,"(39.1010001, -84.5118408)",FedEx Office,102.91299999999998
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,erotic,"(39.1039185, -84.5130161)",Hustler,478.417
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,mall,"(39.1005483, -84.513555)",Shoppes at Carew Tower,236.55899999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,alcohol,"(39.1011995, -84.5107339)",Queen City Wine & Spirits,65.819
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,hifi,"(39.1000231, -84.5131839)",Bang & Olufsen,319.51899999999995
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,clothes,"(39.1022633, -84.5134619)",Batsakes,272.434
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,optician,"(39.1007272, -84.5134754)",Thoma & Sutton Eyecare,236.55899999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,optician,"(39.1009124, -84.5126276)",Buten Eyewear,131.184
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,convenience,"(39.104213, -84.5138941)",Variety Market,485.644
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,jewelry,"(39.1030447, -84.5102852)",Richter & Phillips,300.993
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,clothes,"(39.1009297, -84.5110916)",Mike & Carol Trotta,78.66
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,convenience,"(39.0975019, -84.5101534)",Street Corner Market at the Banks,487.163
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,shoes,"(39.0997045, -84.5132929)",UNHeardof,319.51899999999995
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,clothes,"(39.1004445, -84.5142721)",Hellman Clothiers,334.9
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,sports,"(39.0994515, -84.5149936)",Koch Sporting Goods,440.452
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,clothes,"(39.1004948, -84.5130058)",Bolero Menswear,331.444
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,variety_store,"(39.1024115, -84.5147333)",Dollar General,414.11
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,mall,"(39.10012200100906, -84.51390892920978)",The Mabley Place Garage,315.59099999999995
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,shop,ticket,"(39.10141390323562, -84.51119627824023)",Metro Ticket Booth,23.921
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1013563, -84.5104303)",Government Square Area E,92.38600000000001
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1011004, -84.5132757)",5th & Vine,274.739
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1010774, -84.5121706)",Fountain Square,77.05099999999999
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.102599, -84.5128466)",6th & Vine,277.61899999999997
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.0989522, -84.5112138)",,324.75500000000005
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.0980222, -84.5114137)",Transit Center,479.96000000000004
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1019931, -84.5066079)",E 5th St & Broadway St,456.56600000000003
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1028938, -84.5109024)",E 6th St & Bodman Aly,370.408
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.1010773, -84.5133616)",5th St & Vine St,274.739
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.103595, -84.513764)",7th St & Vine St,417.565
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.10147345785282, -84.51096421706832)",Government Square Area A,67.263
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.101540543364, -84.51051480743888)",Government Square Area B,106.762
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.10160908003817, -84.51006523498424)",Government Square Area C,146.394
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.101566250000005, -84.5115496)",Fountain Square Area D,430.087
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.10277377607108, -84.50995741854392)",Government Square Area H,300.993
"(39.10139, -84.51164)",bcycle_cincyredbike_2786,highway,bus_stop,"(39.10207934999999, -84.50978204999998)",Government Square Area G,227.442
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,theatre,"(39.1038599, -84.5156039)",,446.54299999999995
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.1036003, -84.5151206)",Butcher and Barrell,430.24099999999993
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.106307, -84.5152316)",Court Street Lobster Bar,475.77799999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,bar,"(39.106282, -84.5153191)",Queen City Exchange,475.77799999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.1059865, -84.5173844)",Washington Platform Saloon,301.243
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.1049754, -84.5153086)",The Presidents Room,353.805
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,cafe,"(39.1039257, -84.5199982)",BLOC Coffee Company,143.467
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.104253, -84.5173114)",Raya Lebanese,372.35999999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.103409, -84.5167281)",Shanghai on Elm,290.10099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,car_rental,"(39.1023957, -84.5168161)",Hertz,357.28499999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,dentist,"(39.1034242, -84.5145492)",Seven Star Dental,467.5619999999999
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,fast_food,"(39.1033977, -84.5163363)",Papa John's,358.91399999999993
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,place_of_worship,"(39.10344082938514, -84.51954064599803)",Cathedral Basilica of Saint Peter in Chains,167.746
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,townhall,"(39.104144794534285, -84.51969942811101)",Cincinnati City Hall,219.514
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,library,"(39.10526542078627, -84.51925965361376)",Lloyd Library and Museum,247.22500000000002
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,place_of_worship,"(39.103677928903615, -84.51826581883783)",Isaac M. Wise Temple,82.549
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,place_of_worship,"(39.103850875612295, -84.51738912528569)",Covenant-First Presbyterian Church,360.92799999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,amenity,restaurant,"(39.105914000000006, -84.51445969999997)",Scotti's Italian Restaurant,477.52800000000013
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,cathedral,"(39.10344082938514, -84.51954064599803)",Cathedral Basilica of Saint Peter in Chains,167.746
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,school,"(39.107297352458176, -84.51716267842733)",Erich Kunzel Center for Arts and Education,439.59299999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10369056245147, -84.51643204496531)",Gramercy Apartments,397.79099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10441152661999, -84.51650502091626)",Greenwich on the Park,437.36600000000004
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.1046267712147, -84.5150472162402)",,393.061
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105161100000004, -84.52244135)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10508927677457, -84.52245005225559)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105020100000004, -84.52246615000003)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.104952446995526, -84.52246947646525)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,garage,"(39.10493937690813, -84.52229921180611)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,garage,"(39.10500499295671, -84.5222951764922)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,garage,"(39.10507420605067, -84.52228442392119)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,garage,"(39.1051481, -84.52227905)",,496.82099999999997
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10395110440743, -84.5157890820598)",Garfield Tower,414.104
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,commercial,"(39.1054574174355, -84.51847465042486)",,178.4
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,roof,"(39.1036447, -84.52215245)",,457.036
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,roof,"(39.10347740123107, -84.52211738011628)",,457.036
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,artwork,"(39.1040701, -84.5168295)",William Henry Harrison,379.99299999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,artwork,"(39.1014324, -84.5201027)",,431.54099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,artwork,"(39.1064527, -84.5190998)",,498.823
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,museum,"(39.10526542078627, -84.51925965361376)",Lloyd Library and Museum,247.22500000000002
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,museum,"(39.10521694999999, -84.5195766)",Cincinnati Fire Museum,312.37800000000004
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,hotel,"(39.103631259516305, -84.51555375987314)",Town Place Suites,412.74299999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,tourism,artwork,"(39.10429012334577, -84.51878873103215)",Black Lives Matter,0.0
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,park,"(39.10428076486252, -84.5154785839639)",Piatt Park,403.8380000000001
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,park,"(39.102641179150325, -84.51727074690363)",Pioneer Park,332.54499999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,playground,"(39.1055239088859, -84.5167307349918)",,273.415
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,garden,"(39.10143564348065, -84.52010590963414)",,431.54099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,garden,"(39.10130917666842, -84.52014006359072)",,431.54099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,garden,"(39.101273111009334, -84.51998693377591)",,431.54099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,park,"(39.1011204457593, -84.519974499224)",Greater Cincinnati Firefighters Memorial Park,421.83599999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,garden,"(39.10139412593303, -84.51995600607697)",,431.54099999999994
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,swimming_pool,"(39.10347857688368, -84.51630894918188)",,358.91399999999993
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,pitch,"(39.10566405, -84.51672835)",,273.415
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,pitch,"(39.105759750000004, -84.51675150000001)",,322.839
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,leisure,garden,"(39.10682157850385, -84.5168582745809)",,448.86400000000003
